ID_Juego,Titulo,Plataforma,Genero,Publisher,Fecha_Lanzamiento,Ventas_NA_Millones,Ventas_EU_Millones,Ventas_JP_Millones,Ventas_Otros_Millones,Puntuacion_Critica,Puntuacion_Usuarios,Ventas_Globales_Millones,Anio_Lanzamiento,Mes_Lanzamiento,Trimestre
GME-00837,Silent Forge,Mobile,Accion,Ubisoft,2022-04-11,1.66,0.27,0.21,0.14,64,5.7,2.27,2022,4,2
GME-00838,Ancient Hunters,Mobile,Aventura,Tencent,2022-11-25,0.11,0.47,0.13,0.18,61,6.4,0.9,2022,11,4
GME-00839,Inferno Empire,Xbox Series X,Shooter,Tencent,2019-02-10,5.56,0.89,0.64,0.12,77,7.9,7.22,2019,2,1
GME-00840,Turbo Zero,Xbox One,Puzzle,Nintendo,2023-10-21,0.02,0.78,0.52,0.37,72,7.1,1.68,2023,10,4
GME-00841,Shadow Quest,Mobile,Shooter,Square Enix,2023-04-17,3.77,0.52,0.25,0.33,59,6.4,4.87,2023,4,2
GME-00842,Dark Wars,PS5,Accion,EA,2022-03-25,1.62,3.39,0.1,0.48,80,7.4,5.59,2022,3,1
GME-00843,Neon Legends,PS4,RPG,EA,2021-02-18,0.62,0.31,0.28,0.42,45,4.8,1.64,2021,2,1
GME-00844,Cyber Chronicles,Xbox One,Deportes,EA,2021-09-03,1.56,0.09,0.19,0.29,99,10.0,2.12,2021,9,3
GME-00845,Iron Rising,PC,Aventura,Activision,2019-01-13,0.84,0.37,0.12,0.15,56,5.3,1.48,2019,1,1
GME-00846,Star Odyssey,Xbox One,Puzzle,Square Enix,2020-12-21,0.22,2.34,0.9,0.48,76,8.0,3.93,2020,12,4
GME-00847,Blood Arena,Xbox One,RPG,EA,2020-09-03,2.87,1.1,0.55,0.2,75,7.0,4.73,2020,9,3
GME-00848,Crystal Frontier,Xbox One,Estrategia,Ubisoft,2023-03-24,1.36,0.09,0.25,0.09,62,6.2,1.79,2023,3,1
GME-00849,Phantom Tactics,Mobile,Shooter,Activision,2021-03-09,2.43,2.19,0.07,0.03,54,5.4,4.71,2021,3,1
GME-00850,Storm Horizon,Mobile,Puzzle,Sony,2023-10-14,0.1,0.74,0.5,0.26,34,4.5,1.6,2023,10,4
GME-00851,Solar Saga,Nintendo Switch,Deportes,Nintendo,2023-09-08,0.15,0.05,0.32,0.04,60,6.1,0.56,2023,9,3
GME-00852,Frozen Legacy,Mobile,Estrategia,Square Enix,2021-05-08,3.66,0.96,0.77,0.32,60,5.3,5.71,2021,5,2
GME-00853,Golden Fury,PC,RPG,Tencent,2022-01-07,0.52,1.31,0.22,1.95,75,7.2,3.99,2022,1,1
GME-00854,Lost Reborn,PS5,Estrategia,Microsoft,2023-03-11,3.23,0.02,0.48,0.31,56,5.2,4.05,2023,3,1
GME-00855,Final Evolution,Xbox One,Estrategia,Take-Two,2023-02-13,1.73,0.18,0.58,1.34,77,8.3,3.83,2023,2,1
GME-00856,Hyper Worlds,Xbox One,RPG,Sony,2022-01-23,0.06,0.53,0.85,0.35,68,7.2,1.79,2022,1,1
GME-00857,Mega Strike,Mobile,Simulacion,Tencent,2023-06-27,0.0,0.65,1.13,0.26,60,6.0,2.04,2023,6,2
GME-00858,Ultra Assault,Mobile,RPG,Sony,2022-05-20,0.11,4.56,0.24,0.21,74,6.4,5.11,2022,5,2
GME-00859,Chrono Dominion,Mobile,Simulacion,Take-Two,2020-03-27,2.11,1.95,0.2,0.15,91,8.5,4.41,2020,3,1
GME-00860,Eternal Vanguard,Nintendo Switch,Estrategia,Square Enix,2021-09-26,0.07,1.17,2.74,0.71,75,7.1,4.69,2021,9,3
GME-00861,Mystic Blade,PS5,RPG,Square Enix,2020-03-25,0.07,0.82,0.53,0.05,43,3.2,1.48,2020,3,1
GME-00862,Savage Force,Mobile,Shooter,Nintendo,2020-07-12,7.08,0.63,1.25,0.08,88,8.6,9.04,2020,7,3
GME-00863,Grand Protocol,PS5,Estrategia,Ubisoft,2021-06-11,0.08,2.49,0.32,0.14,78,8.2,3.04,2021,6,2
GME-00864,Epic Drift,Nintendo Switch,Simulacion,Activision,2021-09-21,1.72,0.85,0.21,0.05,57,5.7,2.83,2021,9,3
GME-00865,Wild Reign,PS5,Accion,Take-Two,2019-03-01,0.03,0.08,0.53,0.64,87,8.9,1.28,2019,3,1
GME-00866,Rogue Nexus,Xbox One,Accion,Activision,2021-03-07,1.02,0.29,0.01,0.3,53,4.6,1.62,2021,3,1
GME-00867,Silent Forge,Xbox One,Aventura,Tencent,2020-11-19,3.06,2.03,0.14,0.16,88,9.7,5.4,2020,11,4
GME-00868,Ancient Hunters,Nintendo Switch,Aventura,Take-Two,2022-10-01,7.0,1.68,0.3,0.04,83,8.5,9.03,2022,10,4
GME-00869,Inferno Empire,Xbox One,Estrategia,Ubisoft,2022-10-22,1.85,2.34,0.65,0.58,75,8.1,5.42,2022,10,4
GME-00870,Turbo Zero,PS5,RPG,Microsoft,2023-06-23,1.38,0.41,1.43,0.01,63,6.7,3.23,2023,6,2
GME-00871,Shadow Quest,Xbox One,Puzzle,Take-Two,2021-04-08,1.39,0.17,0.1,0.15,52,5.4,1.81,2021,4,2
GME-00872,Dark Wars,Xbox One,Puzzle,Sony,2023-01-23,1.14,3.18,0.09,0.34,76,7.3,4.74,2023,1,1
GME-00873,Neon Legends,Xbox One,Simulacion,Ubisoft,2019-12-05,1.81,1.13,0.61,0.1,61,5.9,3.65,2019,12,4
GME-00874,Cyber Chronicles,Mobile,Aventura,Sony,2023-09-18,3.32,0.22,0.09,0.07,37,3.1,3.71,2023,9,3
GME-00875,Iron Rising,PS5,Estrategia,Nintendo,2021-08-15,2.45,0.24,1.87,0.02,46,4.8,4.58,2021,8,3
GME-00876,Star Odyssey,Nintendo Switch,Aventura,Activision,2019-09-19,0.32,4.76,0.87,1.0,80,8.2,6.94,2019,9,3
GME-00877,Blood Arena,Xbox Series X,Aventura,EA,2022-06-28,0.23,0.32,0.04,0.03,52,5.7,0.63,2022,6,2
GME-00878,Crystal Frontier,PS4,RPG,Ubisoft,2021-12-29,2.75,0.21,0.07,0.3,67,6.3,3.32,2021,12,4
GME-00879,Phantom Tactics,PS5,Aventura,Nintendo,2019-02-25,1.43,0.83,1.27,0.31,63,6.8,3.83,2019,2,1
GME-00880,Storm Horizon,Xbox Series X,Simulacion,Microsoft,2021-03-17,0.04,0.51,0.78,0.18,49,5.3,1.51,2021,3,1
GME-00881,Solar Saga,PS4,Accion,EA,2022-04-27,1.86,5.2,2.35,0.39,78,7.3,9.79,2022,4,2
GME-00882,Frozen Legacy,Mobile,Aventura,Ubisoft,2022-03-01,0.2,2.11,1.4,0.17,81,7.8,3.87,2022,3,1
GME-00883,Golden Fury,Xbox One,Estrategia,Tencent,2022-09-19,0.67,0.35,0.56,0.64,54,6.4,2.22,2022,9,3
GME-00884,Lost Reborn,PS5,Shooter,Nintendo,2019-02-25,0.85,0.14,0.42,0.79,76,7.8,2.19,2019,2,1
GME-00885,Final Evolution,Nintendo Switch,Accion,Microsoft,2019-06-21,0.58,1.98,0.05,0.18,91,9.5,2.79,2019,6,2
GME-00886,Hyper Worlds,Nintendo Switch,Deportes,Ubisoft,2022-08-09,2.04,0.25,1.04,0.12,55,5.7,3.45,2022,8,3
GME-00887,Mega Strike,Mobile,Deportes,Tencent,2021-05-27,0.02,2.33,0.13,0.42,57,5.8,2.89,2021,5,2
GME-00888,Ultra Assault,PC,Aventura,Microsoft,2019-10-05,7.16,4.21,0.41,0.56,83,7.7,12.35,2019,10,4
GME-00889,Chrono Dominion,Xbox One,Simulacion,Activision,2023-11-11,0.5,2.13,0.21,0.02,61,6.0,2.86,2023,11,4
GME-00890,Eternal Vanguard,PS4,Shooter,Desconocido,2021-08-03,0.37,5.76,0.64,0.07,52,6.1,6.85,2021,8,3
GME-00891,Mystic Blade,PC,Deportes,Tencent,2020-01-08,4.14,0.86,0.97,0.19,73,6.8,6.15,2020,1,1
GME-00892,Savage Force,Mobile,Puzzle,Ubisoft,2019-04-13,0.35,0.66,0.62,0.03,85,9.0,1.65,2019,4,2
GME-00893,Grand Protocol,PS5,Simulacion,Activision,2020-06-16,9.35,0.86,0.95,0.19,78,6.7,11.35,2020,6,2
GME-00894,Epic Drift,Mobile,Shooter,Take-Two,2021-02-15,6.41,1.04,0.51,0.33,70,7.0,8.28,2021,2,1
GME-00895,Wild Reign,PS5,Simulacion,Nintendo,2020-11-01,0.14,0.02,1.98,0.06,54,5.2,2.2,2020,11,4
GME-00896,Rogue Nexus,Xbox Series X,Deportes,Square Enix,2020-03-09,0.66,0.97,0.1,1.11,80,7.6,2.84,2020,3,1
GME-00897,Silent Forge,Nintendo Switch,Estrategia,EA,2021-07-20,0.31,0.01,0.03,0.35,92,8.9,0.7,2021,7,3
GME-00898,Ancient Hunters,Xbox One,Simulacion,Tencent,2020-10-31,0.02,0.99,0.79,0.22,87,7.3,2.01,2020,10,4
GME-00899,Inferno Empire,PS4,Simulacion,Tencent,2020-11-22,2.45,1.04,0.1,0.07,57,6.1,3.64,2020,11,4
GME-00900,Turbo Zero,Mobile,Puzzle,Microsoft,2023-04-08,1.0,0.44,1.25,0.41,86,8.9,3.09,2023,4,2
GME-00901,Shadow Quest 2,Xbox One,Puzzle,Take-Two,2021-02-15,0.29,1.01,0.19,1.39,60,4.5,2.89,2021,2,1
GME-00902,Dark Wars 2,Xbox One,Simulacion,Square Enix,2020-07-23,0.71,1.69,0.46,0.1,40,2.6,2.96,2020,7,3
GME-00903,Neon Legends 2,Mobile,RPG,Activision,2023-03-21,1.16,0.29,0.35,0.1,80,8.8,1.9,2023,3,1
GME-00904,Cyber Chronicles 2,PS4,Puzzle,Activision,2023-08-31,4.32,0.87,0.47,0.22,66,6.9,5.88,2023,8,3
GME-00905,Iron Rising 2,Xbox One,RPG,Square Enix,2021-05-13,0.15,1.09,0.28,0.42,65,6.1,1.93,2021,5,2
GME-00906,Star Odyssey 2,Xbox One,Shooter,Tencent,2020-05-31,1.24,4.13,0.54,0.14,70,7.0,6.06,2020,5,2
GME-00907,Blood Arena 2,Xbox One,Puzzle,Sony,2023-09-06,5.11,1.08,0.14,0.22,57,5.7,6.54,2023,9,3
GME-00908,Crystal Frontier 2,Nintendo Switch,RPG,Nintendo,2019-06-17,0.47,1.67,2.07,0.37,77,7.2,4.58,2019,6,2
GME-00909,Phantom Tactics 2,PS4,Shooter,Ubisoft,2021-08-21,0.26,0.86,0.17,1.57,83,8.4,2.86,2021,8,3
GME-00910,Storm Horizon 2,PS4,Shooter,Take-Two,2019-02-09,4.1,0.56,0.18,0.13,92,8.9,4.97,2019,2,1
GME-00911,Solar Saga 2,PS5,Aventura,Ubisoft,2023-03-15,0.02,1.75,1.16,0.09,48,4.6,3.02,2023,3,1
GME-00912,Frozen Legacy 2,PS5,RPG,Tencent,2022-01-09,0.29,0.25,0.94,0.35,84,8.7,1.82,2022,1,1
GME-00913,Golden Fury 2,PS5,Aventura,Ubisoft,2019-04-17,0.57,0.57,0.75,0.51,72,7.0,2.4,2019,4,2
GME-00914,Lost Reborn 2,PC,Aventura,Microsoft,2020-12-17,1.06,2.39,0.37,0.77,79,7.8,4.59,2020,12,4
GME-00915,Final Evolution 2,Nintendo Switch,RPG,Nintendo,2020-04-04,2.13,1.98,0.37,0.79,61,6.4,5.28,2020,4,2
GME-00916,Hyper Worlds 2,Xbox Series X,Accion,Take-Two,2022-08-24,2.35,0.03,2.44,0.02,100,10.0,4.84,2022,8,3
GME-00917,Mega Strike 2,PC,Deportes,Microsoft,2019-05-21,1.9,2.4,0.01,0.27,81,8.1,4.57,2019,5,2
GME-00918,Ultra Assault 2,Xbox Series X,Accion,Square Enix,2023-05-19,0.11,1.36,0.34,0.43,69,5.3,2.24,2023,5,2
GME-00919,Chrono Dominion 2,PS5,Estrategia,Tencent,2022-08-27,1.17,0.17,0.77,0.21,52,5.2,2.32,2022,8,3
GME-00920,Eternal Vanguard 2,PS5,Simulacion,Nintendo,2019-03-24,1.23,0.29,1.69,0.42,58,5.8,3.63,2019,3,1
GME-00921,Mystic Blade 2,Nintendo Switch,Puzzle,Microsoft,2023-03-25,0.91,1.68,0.18,0.24,70,7.2,3.01,2023,3,1
GME-00922,Savage Force 2,PC,Puzzle,Take-Two,2019-03-05,0.66,1.87,0.79,0.03,57,5.7,3.35,2019,3,1
GME-00923,Grand Protocol 2,Mobile,RPG,Activision,2020-05-21,2.96,0.16,0.6,0.03,66,6.4,3.75,2020,5,2
GME-00924,Epic Drift 2,PS4,Puzzle,Square Enix,2020-02-13,1.58,0.22,0.35,0.05,48,5.4,2.2,2020,2,1
GME-00925,Wild Reign 2,Xbox One,RPG,Square Enix,2023-09-15,0.23,2.77,0.51,0.05,80,8.2,3.56,2023,9,3
GME-00926,Rogue Nexus 2,Mobile,Shooter,Ubisoft,2019-02-11,2.43,1.91,0.04,0.16,52,5.1,4.54,2019,2,1
GME-00927,Silent Forge 2,Mobile,Simulacion,Take-Two,2022-06-26,1.31,0.68,1.07,0.23,80,8.0,3.3,2022,6,2
GME-00928,Ancient Hunters 2,Xbox Series X,Estrategia,Take-Two,2019-11-09,2.58,1.97,0.2,0.09,54,3.8,4.84,2019,11,4
GME-00929,Inferno Empire 2,PS4,Puzzle,Nintendo,2020-05-03,0.65,3.01,1.32,0.19,100,10.0,5.18,2020,5,2
GME-00930,Turbo Zero 2,Xbox One,Shooter,Microsoft,2019-09-16,7.59,0.62,0.09,0.17,66,6.4,8.47,2019,9,3
GME-00931,Shadow Quest 2,Mobile,Accion,Desconocido,2021-08-27,1.33,0.58,0.33,1.12,77,6.8,3.36,2021,8,3
GME-00932,Dark Wars 2,PS4,Shooter,Microsoft,2022-10-03,0.63,0.93,0.5,0.05,49,4.6,2.11,2022,10,4
GME-00933,Neon Legends 2,Xbox One,Shooter,Tencent,2019-08-23,1.46,1.95,0.15,0.53,91,8.9,4.09,2019,8,3
GME-00934,Cyber Chronicles 2,Xbox Series X,Accion,Tencent,2022-03-01,0.69,1.64,0.2,0.76,75,7.3,3.3,2022,3,1
GME-00935,Iron Rising 2,PS4,Deportes,Tencent,2020-03-22,0.98,0.1,0.11,0.83,68,6.7,2.02,2020,3,1
GME-00936,Star Odyssey 2,Mobile,Accion,Square Enix,2021-08-10,3.8,0.93,0.16,0.36,69,7.0,5.25,2021,8,3
GME-00937,Blood Arena 2,PS5,RPG,Tencent,2022-12-03,0.11,0.21,0.0,2.68,83,7.7,3.0,2022,12,4
GME-00938,Crystal Frontier 2,PS5,Deportes,Microsoft,2020-06-08,1.2,0.48,0.09,0.11,79,8.2,1.89,2020,6,2
GME-00939,Phantom Tactics 2,Xbox Series X,Shooter,Square Enix,2023-04-20,2.7,0.19,0.01,0.04,90,8.7,2.94,2023,4,2
GME-00940,Storm Horizon 2,Mobile,Estrategia,Tencent,2021-01-25,1.75,2.23,0.36,0.15,80,8.0,4.49,2021,1,1
GME-00941,Solar Saga 2,Nintendo Switch,Puzzle,Nintendo,2019-12-10,1.14,0.85,1.08,0.77,62,6.4,3.83,2019,12,4
GME-00942,Frozen Legacy 2,Mobile,Estrategia,Nintendo,2022-05-25,0.1,0.1,0.32,0.01,88,9.9,0.53,2022,5,2
GME-00943,Golden Fury 2,Nintendo Switch,Simulacion,Activision,2022-05-28,0.26,2.57,0.25,0.13,83,8.8,3.21,2022,5,2
GME-00944,Lost Reborn 2,PS5,Estrategia,Tencent,2023-03-12,0.38,0.69,0.22,1.1,60,5.3,2.39,2023,3,1
GME-00945,Final Evolution 2,Nintendo Switch,Shooter,Microsoft,2023-01-11,0.16,3.36,0.92,0.23,72,7.0,4.67,2023,1,1
GME-00946,Hyper Worlds 2,PS5,RPG,EA,2019-08-23,0.24,0.34,0.33,0.05,51,5.2,0.96,2019,8,3
GME-00947,Mega Strike 2,PC,RPG,Activision,2023-05-12,0.19,0.16,0.51,0.26,60,6.5,1.12,2023,5,2
GME-00948,Ultra Assault 2,PC,RPG,EA,2023-08-05,0.34,1.81,0.1,0.02,57,6.0,2.27,2023,8,3
GME-00949,Chrono Dominion 2,PC,RPG,Take-Two,2019-12-02,3.8,1.26,0.04,0.74,58,6.6,5.84,2019,12,4
GME-00950,Eternal Vanguard 2,PS5,RPG,Ubisoft,2020-09-29,0.64,0.05,0.28,0.03,58,5.2,1.0,2020,9,3
GME-00951,Mystic Blade 2,PS5,Aventura,Nintendo,2019-08-10,1.42,1.24,0.13,0.09,45,3.9,2.88,2019,8,3
GME-00952,Savage Force 2,Nintendo Switch,Estrategia,EA,2022-03-31,1.87,1.15,0.21,0.11,55,5.3,3.34,2022,3,1
GME-00953,Grand Protocol 2,Xbox Series X,Estrategia,Take-Two,2019-02-22,0.21,5.41,0.8,0.16,74,7.0,6.57,2019,2,1
GME-00954,Epic Drift 2,PC,Shooter,Take-Two,2020-09-30,2.57,0.41,0.28,0.65,82,8.3,3.91,2020,9,3
GME-00955,Wild Reign 2,PS5,Deportes,Sony,2022-03-25,3.9,3.47,1.63,0.04,90,9.7,9.04,2022,3,1
GME-00956,Rogue Nexus 2,Mobile,Puzzle,Sony,2022-10-19,3.45,1.82,0.12,0.65,95,9.6,6.05,2022,10,4
GME-00957,Silent Forge 2,PS4,Simulacion,Tencent,2021-02-07,0.85,0.21,0.19,0.0,63,6.4,1.24,2021,2,1
GME-00958,Ancient Hunters 2,PS5,Accion,Microsoft,2021-03-23,1.79,1.61,1.12,0.09,86,7.5,4.61,2021,3,1
GME-00959,Inferno Empire 2,PC,Simulacion,Square Enix,2023-01-04,5.98,0.12,0.18,0.31,70,7.6,6.59,2023,1,1
GME-00960,Turbo Zero 2,PS5,Accion,Square Enix,2020-02-11,0.11,1.08,0.5,0.36,79,7.8,2.05,2020,2,1
GME-00961,Shadow Quest 2,Nintendo Switch,Accion,Sony,2019-06-05,2.34,0.22,1.84,0.21,59,5.2,4.61,2019,6,2
GME-00962,Dark Wars 2,PC,Shooter,Tencent,2022-04-27,0.73,1.77,1.18,0.2,82,8.7,3.89,2022,4,2
GME-00963,Neon Legends 2,Xbox Series X,RPG,Tencent,2022-11-15,0.27,0.7,1.5,0.11,69,7.2,2.59,2022,11,4
GME-00964,Cyber Chronicles 2,PC,Puzzle,Take-Two,2023-08-29,1.66,0.38,0.66,0.15,60,5.9,2.85,2023,8,3
GME-00965,Iron Rising 2,PS5,Deportes,Tencent,2022-07-08,0.96,0.93,0.31,0.18,93,9.3,2.39,2022,7,3
GME-00966,Star Odyssey 2,Mobile,Estrategia,Activision,2020-05-12,0.87,1.15,0.72,0.12,70,7.0,2.87,2020,5,2
GME-00967,Blood Arena 2,PS4,Deportes,Activision,2019-07-28,2.05,1.1,0.55,0.01,74,7.4,3.71,2019,7,3
GME-00968,Crystal Frontier 2,PS4,Puzzle,Take-Two,2022-11-28,1.48,0.67,0.04,0.07,73,8.5,2.26,2022,11,4
GME-00969,Phantom Tactics 2,PS5,Puzzle,Nintendo,2023-05-02,0.92,0.06,0.05,0.37,68,7.1,1.4,2023,5,2
GME-00970,Storm Horizon 2,Mobile,RPG,Microsoft,2020-09-09,0.48,1.89,0.11,0.07,81,9.6,2.55,2020,9,3
GME-00971,Solar Saga 2,PS5,Puzzle,Desconocido,2023-10-08,0.31,0.92,0.81,0.32,43,4.1,2.36,2023,10,4
GME-00972,Frozen Legacy 2,PC,Simulacion,Microsoft,2022-11-02,0.48,4.75,0.38,0.31,59,5.8,5.93,2022,11,4
GME-00973,Golden Fury 2,PC,Aventura,Sony,2022-05-14,0.06,1.01,1.27,1.04,70,6.9,3.38,2022,5,2
GME-00974,Lost Reborn 2,PS5,Shooter,Activision,2023-07-08,4.3,1.11,0.02,0.1,38,4.9,5.53,2023,7,3
GME-00975,Final Evolution 2,PC,Simulacion,EA,2019-09-05,0.88,1.01,0.21,0.05,67,5.9,2.14,2019,9,3
GME-00976,Hyper Worlds 2,Xbox One,RPG,EA,2023-06-19,2.09,0.63,1.75,0.93,89,8.9,5.4,2023,6,2
GME-00977,Mega Strike 2,Xbox One,Aventura,Tencent,2022-03-05,5.96,3.06,0.53,0.26,81,8.4,9.82,2022,3,1
GME-00978,Ultra Assault 2,Nintendo Switch,Estrategia,Sony,2023-05-22,1.79,2.39,0.6,0.37,100,9.9,5.15,2023,5,2
GME-00979,Chrono Dominion 2,Xbox One,Aventura,Ubisoft,2019-03-26,2.0,1.37,2.25,0.09,67,6.3,5.72,2019,3,1
GME-00980,Eternal Vanguard 2,Mobile,Aventura,Square Enix,2020-12-12,0.58,1.56,0.32,0.36,39,3.9,2.81,2020,12,4
GME-00981,Mystic Blade 2,Xbox Series X,Estrategia,Ubisoft,2021-12-27,0.12,3.39,0.21,0.12,75,7.4,3.85,2021,12,4
GME-00982,Savage Force 2,Xbox Series X,Estrategia,Square Enix,2021-05-27,0.08,0.6,1.12,0.17,81,8.1,1.98,2021,5,2
GME-00983,Grand Protocol 2,PS5,Accion,Activision,2022-09-16,0.68,2.75,0.67,0.2,65,5.8,4.29,2022,9,3
GME-00984,Epic Drift 2,PS4,Accion,Square Enix,2021-01-28,0.09,0.36,0.29,0.05,70,7.1,0.79,2021,1,1
GME-00985,Wild Reign 2,PS5,Simulacion,Activision,2019-05-22,2.17,3.85,1.21,0.25,79,7.1,7.47,2019,5,2
GME-00986,Rogue Nexus 2,PS4,Simulacion,Square Enix,2021-11-02,1.55,0.19,0.07,0.24,75,8.2,2.05,2021,11,4
GME-00987,Silent Forge 2,PS4,Shooter,EA,2022-08-19,11.28,1.44,0.04,0.29,84,9.6,13.05,2022,8,3
GME-00988,Ancient Hunters 2,PS4,Puzzle,Nintendo,2020-11-29,2.6,0.19,0.73,0.1,43,3.9,3.61,2020,11,4
GME-00989,Inferno Empire 2,Xbox One,Estrategia,EA,2019-01-26,0.45,1.36,1.45,0.09,68,6.7,3.35,2019,1,1
GME-00990,Turbo Zero 2,Mobile,Estrategia,Take-Two,2023-10-06,4.09,1.75,0.45,0.44,58,5.9,6.72,2023,10,4
GME-00991,Shadow Quest 2,Nintendo Switch,Accion,Activision,2021-05-10,1.98,3.27,0.96,0.04,74,7.4,6.24,2021,5,2
GME-00992,Dark Wars 2,PS5,Estrategia,Square Enix,2023-08-12,1.04,0.61,0.38,0.0,54,5.4,2.02,2023,8,3
GME-00993,Neon Legends 2,Xbox Series X,Accion,Square Enix,2021-09-30,4.47,0.58,0.27,0.37,69,6.2,5.69,2021,9,3
GME-00994,Cyber Chronicles 2,Xbox Series X,Aventura,Nintendo,2019-08-05,0.52,0.19,2.79,0.03,46,5.0,3.54,2019,8,3
GME-00995,Iron Rising 2,Xbox One,Deportes,Ubisoft,2021-06-06,0.36,1.72,0.11,0.02,66,6.6,2.2,2021,6,2
GME-00996,Star Odyssey 2,PS5,Deportes,Microsoft,2021-01-11,0.13,1.86,0.69,0.7,66,6.6,3.38,2021,1,1
GME-00997,Blood Arena 2,Xbox Series X,Estrategia,Square Enix,2022-07-25,0.09,2.0,1.02,0.53,77,8.1,3.64,2022,7,3
GME-00998,Crystal Frontier 2,PS5,Puzzle,Microsoft,2023-08-25,1.85,1.03,1.31,0.03,46,4.7,4.22,2023,8,3
GME-00999,Phantom Tactics 2,Xbox One,Accion,Sony,2021-07-30,2.01,0.21,0.03,1.67,60,5.6,3.92,2021,7,3
GME-01000,Storm Horizon 2,Xbox Series X,Shooter,Take-Two,2022-12-19,3.2,6.12,1.59,0.0,86,8.3,10.92,2022,12,4
GME-01001,Solar Saga 2,Mobile,Puzzle,Microsoft,2019-11-10,1.94,3.07,0.3,0.27,68,6.7,5.58,2019,11,4
GME-01002,Frozen Legacy 2,Xbox Series X,Deportes,Tencent,2021-06-10,5.7,0.42,0.38,0.03,78,7.5,6.53,2021,6,2
GME-01003,Golden Fury 2,Xbox One,Shooter,Activision,2019-12-27,0.52,1.3,0.21,0.23,70,7.0,2.25,2019,12,4
GME-01004,Lost Reborn 2,PS4,Shooter,Activision,2023-02-11,3.79,2.2,0.22,0.02,70,7.0,6.23,2023,2,1
GME-01005,Final Evolution 2,Xbox Series X,Deportes,Microsoft,2021-12-04,0.31,1.04,0.07,0.11,59,5.3,1.52,2021,12,4
GME-01006,Hyper Worlds 2,PS4,Deportes,Microsoft,2022-08-25,0.82,0.73,0.46,0.0,78,8.7,2.01,2022,8,3
GME-01007,Mega Strike 2,Mobile,Aventura,Nintendo,2020-07-07,3.97,0.4,0.61,0.26,73,7.1,5.23,2020,7,3
GME-01008,Ultra Assault 2,Xbox One,Puzzle,Tencent,2022-06-15,1.53,0.58,0.29,0.01,64,6.6,2.42,2022,6,2
GME-01009,Chrono Dominion 2,PS5,Accion,Take-Two,2023-07-14,1.02,0.48,0.27,0.65,78,7.5,2.42,2023,7,3
GME-01010,Eternal Vanguard 2,Mobile,Simulacion,Ubisoft,2022-01-07,0.15,0.29,1.04,0.21,57,6.2,1.69,2022,1,1
GME-01011,Mystic Blade 2,Mobile,Aventura,Take-Two,2023-05-06,1.03,2.98,0.56,0.06,100,10.0,4.63,2023,5,2
GME-01012,Savage Force 2,PS5,Puzzle,Tencent,2021-09-17,4.23,0.45,1.04,0.44,72,6.6,6.17,2021,9,3
GME-01013,Grand Protocol 2,Nintendo Switch,Accion,Ubisoft,2021-08-10,0.35,0.59,0.92,0.41,74,7.2,2.28,2021,8,3
GME-01014,Epic Drift 2,Xbox One,Accion,Sony,2021-06-11,0.95,0.89,0.81,0.05,67,6.2,2.7,2021,6,2
GME-01015,Wild Reign 2,PC,Puzzle,Take-Two,2023-08-19,1.37,1.63,0.3,0.05,79,8.4,3.35,2023,8,3
GME-01016,Rogue Nexus 2,PC,Simulacion,Nintendo,2023-02-06,1.63,0.53,3.16,0.28,75,8.5,5.6,2023,2,1
GME-01017,Silent Forge 2,Xbox Series X,Shooter,Ubisoft,2022-04-28,3.73,2.78,0.33,0.66,68,6.4,7.51,2022,4,2
GME-01018,Ancient Hunters 2,PS4,Deportes,Nintendo,2020-07-03,2.99,2.37,1.26,0.51,61,5.3,7.13,2020,7,3
GME-01019,Inferno Empire 2,Xbox One,Shooter,Take-Two,2020-10-22,0.7,0.93,0.11,0.09,56,5.3,1.84,2020,10,4
GME-01020,Turbo Zero 2,Xbox Series X,RPG,Sony,2023-10-11,1.39,0.77,0.19,0.38,64,6.0,2.73,2023,10,4
GME-01021,Shadow Quest 2,PC,Shooter,Microsoft,2020-05-17,1.15,2.6,0.09,0.04,74,7.6,3.88,2020,5,2
GME-01022,Dark Wars 2,Xbox One,Accion,EA,2023-08-29,0.52,0.1,0.09,0.72,86,8.4,1.43,2023,8,3
GME-01023,Neon Legends 2,Nintendo Switch,Accion,Take-Two,2019-06-27,0.87,0.64,0.95,0.06,50,5.4,2.52,2019,6,2
GME-01024,Cyber Chronicles 2,PS4,Aventura,Ubisoft,2020-07-25,1.62,0.02,0.21,0.12,64,6.8,1.97,2020,7,3
GME-01025,Iron Rising 2,Xbox Series X,Puzzle,EA,2021-07-12,1.95,0.25,0.47,0.41,58,5.9,3.08,2021,7,3
GME-01026,Star Odyssey 2,Xbox Series X,Accion,Ubisoft,2020-05-14,2.19,0.71,1.11,0.14,94,9.6,4.16,2020,5,2
GME-01027,Blood Arena 2,Mobile,Deportes,Ubisoft,2023-03-17,0.96,0.58,0.41,0.68,94,9.6,2.63,2023,3,1
GME-01028,Crystal Frontier 2,PS5,Shooter,Square Enix,2021-08-09,2.97,4.28,0.05,0.08,71,7.5,7.38,2021,8,3
GME-01029,Phantom Tactics 2,Xbox One,Shooter,Square Enix,2022-03-13,6.22,1.14,0.06,0.2,83,8.6,7.62,2022,3,1
GME-01030,Storm Horizon 2,PS5,Accion,Nintendo,2022-06-03,1.86,0.08,1.84,0.14,59,5.4,3.92,2022,6,2
